dataset,source_log,run_id,condition,mutation_id,method,detected,any_alarm,pre_onset_alarm,normal_post30_alarm,first_alarm_s,delay_s,observation_end_s,rank,top1,top3,top5,mrr
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__baseline,normal,inav_local_z_freeze,original_primary,False,False,False,False,,,140.82399,,0,0,0,0.0
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__baseline,normal,inav_local_z_freeze,channel_gate_fixed_rank,True,True,False,True,114.42399,84.42399,140.82399,,0,0,0,0.0
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__baseline,normal,inav_local_z_freeze,channel_gate_new_rank,True,True,False,True,114.42399,84.42399,140.82399,,0,0,0,0.0
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__fault,fault,inav_local_z_freeze,original_primary,True,True,False,True,137.62304699999999,107.62304699999999,140.823047,2.0,0,1,1,0.5
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__fault,fault,inav_local_z_freeze,channel_gate_fixed_rank,True,True,False,True,40.823046999999995,10.823046999999995,140.823047,2.0,0,1,1,0.5
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__fault,fault,inav_local_z_freeze,channel_gate_new_rank,True,True,False,True,40.823046999999995,10.823046999999995,140.823047,2.0,0,1,1,0.5
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__baseline,normal,land_detector_state_inversion,original_primary,False,False,False,False,,,86.420883,,0,0,0,0.0
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__baseline,normal,land_detector_state_inversion,channel_gate_fixed_rank,True,True,True,True,12.820883,18.820882999999995,86.420883,,0,0,0,0.0
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__baseline,normal,land_detector_state_inversion,channel_gate_new_rank,True,True,True,True,12.820883,18.820882999999995,86.420883,,0,0,0,0.0
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__fault,fault,land_detector_state_inversion,original_primary,True,True,False,True,41.626123,11.626123,86.426123,2.0,0,1,1,0.5
